"","entrezgene_id","ensembl_gene_id"
"1",7105,"ENSG00000000003"
"2",64102,"ENSG00000000005"
"3",8813,"ENSG00000000419"
"4",57147,"ENSG00000000457"
"5",55732,"ENSG00000000460"
"6",2268,"ENSG00000000938"
"7",3075,"ENSG00000000971"
"8",2519,"ENSG00000001036"
"9",2729,"ENSG00000001084"
"10",4800,"ENSG00000001167"
"11",90529,"ENSG00000001460"
"12",57185,"ENSG00000001461"
"13",81887,"ENSG00000001497"
"14",22875,"ENSG00000001561"
"15",6405,"ENSG00000001617"
"16",1080,"ENSG00000001626"
"17",54467,"ENSG00000001629"
"18",1595,"ENSG00000001630"
"19",889,"ENSG00000001631"
"20",5893,"ENSG00000002016"
"21",NA,"ENSG00000002079"
"22",572,"ENSG00000002330"
"23",51056,"ENSG00000002549"
"24",4267,"ENSG00000002586"
"25",9957,"ENSG00000002587"
"26",26,"ENSG00000002726"
"27",51384,"ENSG00000002745"
"28",23072,"ENSG00000002746"
"29",8379,"ENSG00000002822"
"30",3927,"ENSG00000002834"
"31",29916,"ENSG00000002919"
"32",55365,"ENSG00000002933"
"33",4074,"ENSG00000003056"
"34",90293,"ENSG00000003096"
"35",56603,"ENSG00000003137"
"36",3382,"ENSG00000003147"
"37",79007,"ENSG00000003249"
"38",57679,"ENSG00000003393"
"39",843,"ENSG00000003400"
"40",8837,"ENSG00000003402"
"41",7035,"ENSG00000003436"
"42",55471,"ENSG00000003509"
"43",10181,"ENSG00000003756"
"44",9108,"ENSG00000003987"
"45",6542,"ENSG00000003989"
"46",381,"ENSG00000004059"
"47",23098,"ENSG00000004139"
"48",26073,"ENSG00000004142"
"49",23129,"ENSG00000004399"
"50",204,"ENSG00000004455"
"51",952,"ENSG00000004468"
"52",2288,"ENSG00000004478"
"53",23028,"ENSG00000004487"
"54",10180,"ENSG00000004534"
"55",84254,"ENSG00000004660"
"56",5965,"ENSG00000004700"
"57",55610,"ENSG00000004766"
"58",126393,"ENSG00000004776"
"59",115703,"ENSG00000004777"
"60",4706,"ENSG00000004779"
"61",5166,"ENSG00000004799"
"62",85413,"ENSG00000004809"
"63",51364,"ENSG00000004838"
"64",340273,"ENSG00000004846"
"65",170302,"ENSG00000004848"
"66",10165,"ENSG00000004864"
"67",7982,"ENSG00000004866"
"68",93655,"ENSG00000004866"
"69",996,"ENSG00000004897"
"70",6521,"ENSG00000004939"
"71",799,"ENSG00000004948"
"72",3052,"ENSG00000004961"
"73",1856,"ENSG00000004975"
"74",64063,"ENSG00000005001"
"75",5976,"ENSG00000005007"
"76",8935,"ENSG00000005020"
"77",292,"ENSG00000005022"
"78",55013,"ENSG00000005059"
"79",3207,"ENSG00000005073"
"80",5439,"ENSG00000005075"
"81",56919,"ENSG00000005100"
"82",4222,"ENSG00000005102"
"83",221981,"ENSG00000005108"
"84",3980,"ENSG00000005156"
"85",79657,"ENSG00000005175"
"86",6296,"ENSG00000005187"
"87",81691,"ENSG00000005189"
"88",57019,"ENSG00000005194"
"89",56928,"ENSG00000005206"
"90",80256,"ENSG00000005238"
"91",51226,"ENSG00000005243"
"92",5577,"ENSG00000005249"
"93",10943,"ENSG00000005302"
"94",1387,"ENSG00000005339"
"95",9256,"ENSG00000005379"
"96",4353,"ENSG00000005381"
"97",5444,"ENSG00000005421"
"98",6936,"ENSG00000005436"
"99",84058,"ENSG00000005448"
"100",54677,"ENSG00000005469"
"101",5244,"ENSG00000005471"
"102",55904,"ENSG00000005483"
"103",57414,"ENSG00000005486"
"104",30812,"ENSG00000005513"
"105",25998,"ENSG00000005700"
"106",7748,"ENSG00000005801"
"107",23077,"ENSG00000005810"
"108",26224,"ENSG00000005812"
"109",3683,"ENSG00000005844"
"110",5164,"ENSG00000005882"
"111",3675,"ENSG00000005884"
"112",7543,"ENSG00000005889"
"113",3920,"ENSG00000005893"
"114",3674,"ENSG00000005961"
"115",51666,"ENSG00000005981"
"116",51573,"ENSG00000006007"
"117",55049,"ENSG00000006015"
"118",9244,"ENSG00000006016"
"119",114881,"ENSG00000006025"
"120",26022,"ENSG00000006042"
"121",51087,"ENSG00000006047"
"122",3883,"ENSG00000006059"
"123",9020,"ENSG00000006062"
"124",6833,"ENSG00000006071"
"125",10368,"ENSG00000006116"
"126",54972,"ENSG00000006118"
"127",163,"ENSG00000006125"
"128",6863,"ENSG00000006128"
"129",10127,"ENSG00000006194"
"130",6376,"ENSG00000006210"
"131",64847,"ENSG00000006282"
"132",8913,"ENSG00000006283"
"133",51330,"ENSG00000006327"
"134",1750,"ENSG00000006377"
"135",4293,"ENSG00000006432"
"136",5898,"ENSG00000006451"
"137",55971,"ENSG00000006453"
"138",80853,"ENSG00000006459"
"139",2115,"ENSG00000006468"
"140",55750,"ENSG00000006530"
"141",221,"ENSG00000006534"
"142",55001,"ENSG00000006555"
"143",57157,"ENSG00000006576"
"144",10344,"ENSG00000006606"
"145",9855,"ENSG00000006607"
"146",10083,"ENSG00000006611"
"147",79017,"ENSG00000006625"
"148",10926,"ENSG00000006634"
"149",6915,"ENSG00000006638"
"150",3475,"ENSG00000006652"
"151",56891,"ENSG00000006659"
"152",1352,"ENSG00000006695"
"153",9569,"ENSG00000006704"
"154",54623,"ENSG00000006712"
"155",27072,"ENSG00000006715"
"156",9912,"ENSG00000006740"
"157",60528,"ENSG00000006744"
"158",85477,"ENSG00000006747"
"159",414,"ENSG00000006756"
"160",8228,"ENSG00000006757"
"161",8735,"ENSG00000006788"
"162",79602,"ENSG00000006831"
"163",51265,"ENSG00000006837"
"164",151531,"ENSG00000007001"
"165",10942,"ENSG00000007038"
"166",57787,"ENSG00000007047"
"167",8842,"ENSG00000007062"
"168",115098,"ENSG00000007080"
"169",90273,"ENSG00000007129"
"170",5048,"ENSG00000007168"
"171",4843,"ENSG00000007171"
"172",1770,"ENSG00000007174"
"173",9703,"ENSG00000007202"
"174",9058,"ENSG00000007216"
"175",8522,"ENSG00000007237"
"176",79090,"ENSG00000007255"
"177",4145,"ENSG00000007264"
"178",1087,"ENSG00000007306"
"179",974,"ENSG00000007312"
"180",6329,"ENSG00000007314"
"181",54879,"ENSG00000007341"
"182",8277,"ENSG00000007350"
"183",5080,"ENSG00000007372"
"184",113000,"ENSG00000007376"
"185",64285,"ENSG00000007384"
"186",55692,"ENSG00000007392"
"187",9254,"ENSG00000007402"
"188",8938,"ENSG00000007516"
"189",115939,"ENSG00000007520"
"190",9091,"ENSG00000007541"
"191",57585,"ENSG00000007545"
"192",7005,"ENSG00000007866"
"193",6401,"ENSG00000007908"
"194",55735,"ENSG00000007923"
"195",2328,"ENSG00000007933"
"196",29116,"ENSG00000007944"
"197",27035,"ENSG00000007952"
"198",1870,"ENSG00000007968"
"199",5689,"ENSG00000008018"
"200",6853,"ENSG00000008056"
"201",3720,"ENSG00000008083"
"202",6792,"ENSG00000008086"
"203",57172,"ENSG00000008118"
"204",728642,"ENSG00000008128"
"205",65220,"ENSG00000008130"
"206",7021,"ENSG00000008196"
"207",83741,"ENSG00000008197"
"208",9940,"ENSG00000008226"
"209",9265,"ENSG00000008256"
"210",53616,"ENSG00000008277"
"211",6856,"ENSG00000008282"
"212",1534,"ENSG00000008283"
"213",9043,"ENSG00000008294"
"214",1951,"ENSG00000008300"
"215",10157,"ENSG00000008311"
"216",55200,"ENSG00000008323"
"217",51188,"ENSG00000008324"
"218",84954,"ENSG00000008382"
"219",4257,"ENSG00000008394"
"220",1407,"ENSG00000008405"
"221",8993,"ENSG00000008438"
"222",4784,"ENSG00000008441"
"223",6482,"ENSG00000008513"
"224",64386,"ENSG00000008516"
"225",9235,"ENSG00000008517"
"226",5310,"ENSG00000008710"
"227",23542,"ENSG00000008735"
"228",9862,"ENSG00000008838"
"229",23221,"ENSG00000008853"
"230",54497,"ENSG00000008869"
"231",7095,"ENSG00000008952"
"232",6224,"ENSG00000008988"
"233",7812,"ENSG00000009307"
"234",9690,"ENSG00000009335"
"235",5980,"ENSG00000009413"
"236",10178,"ENSG00000009694"
"237",5081,"ENSG00000009709"
"238",10747,"ENSG00000009724"
"239",389434,"ENSG00000009765"
"240",199870,"ENSG00000009780"
"241",80342,"ENSG00000009790"
"242",29954,"ENSG00000009830"
"243",51534,"ENSG00000009844"
"244",51085,"ENSG00000009950"
"245",9031,"ENSG00000009954"
"246",10048,"ENSG00000010017"
"247",51513,"ENSG00000010030"
"248",83932,"ENSG00000010072"
"249",51603,"ENSG00000010165"
"250",8798,"ENSG00000010219"
"251",7756,"ENSG00000010244"
"252",7384,"ENSG00000010256"
"253",83930,"ENSG00000010270"
"254",928,"ENSG00000010278"
"255",57467,"ENSG00000010282"
"256",9918,"ENSG00000010292"
"257",25900,"ENSG00000010295"
"258",2696,"ENSG00000010310"
"259",51533,"ENSG00000010318"
"260",56920,"ENSG00000010319"
"261",11188,"ENSG00000010322"
"262",23166,"ENSG00000010327"
"263",80199,"ENSG00000010361"
"264",6540,"ENSG00000010379"
"265",3423,"ENSG00000010404"
"266",5646,"ENSG00000010438"
"267",7752,"ENSG00000010539"
"268",920,"ENSG00000010610"
"269",10233,"ENSG00000010626"
"270",695,"ENSG00000010671"
"271",3077,"ENSG00000010704"
"272",22955,"ENSG00000010803"
"273",2534,"ENSG00000010810"
"274",3097,"ENSG00000010818"
"275",2326,"ENSG00000010932"
"276",6924,"ENSG00000011007"
"277",11313,"ENSG00000011009"
"278",1185,"ENSG00000011021"
"279",9902,"ENSG00000011028"
"280",654364,"ENSG00000011052"
"281",6534,"ENSG00000011083"
"282",10867,"ENSG00000011105"
"283",55727,"ENSG00000011114"
"284",9546,"ENSG00000011132"
"285",54903,"ENSG00000011143"
"286",51099,"ENSG00000011198"
"287",3730,"ENSG00000011201"
"288",26993,"ENSG00000011243"
"289",54799,"ENSG00000011258"
"290",51096,"ENSG00000011260"
"291",54476,"ENSG00000011275"
"292",54902,"ENSG00000011295"
"293",5725,"ENSG00000011304"
"294",8193,"ENSG00000011332"
"295",9066,"ENSG00000011347"
"296",23395,"ENSG00000011376"
"297",5286,"ENSG00000011405"
"298",5329,"ENSG00000011422"
"299",54443,"ENSG00000011426"
"300",58525,"ENSG00000011451"
"301",23637,"ENSG00000011454"
"302",1634,"ENSG00000011465"
"303",54814,"ENSG00000011478"
"304",5536,"ENSG00000011485"
"305",23177,"ENSG00000011523"
"306",8491,"ENSG00000011566"
"307",27033,"ENSG00000011590"
"308",7305,"ENSG00000011600"
"309",57146,"ENSG00000011638"
"310",2556,"ENSG00000011677"
"311",672,"ENSG00000012048"
"312",2067,"ENSG00000012061"
"313",933,"ENSG00000012124"
"314",7869,"ENSG00000012171"
"315",51360,"ENSG00000012174"
"316",4007,"ENSG00000012211"
"317",4057,"ENSG00000012223"
"318",2137,"ENSG00000012232"
"319",9971,"ENSG00000012504"
"320",60481,"ENSG00000012660"
"321",240,"ENSG00000012779"
"322",8284,"ENSG00000012817"
"323",57658,"ENSG00000012822"
"324",55148,"ENSG00000012963"
"325",11183,"ENSG00000012983"
"326",30845,"ENSG00000013016"
"327",5704,"ENSG00000013275"
"328",23324,"ENSG00000013288"
"329",57709,"ENSG00000013293"
"330",5010,"ENSG00000013297"
"331",51629,"ENSG00000013306"
"332",9961,"ENSG00000013364"
"333",51667,"ENSG00000013374"
"334",5238,"ENSG00000013375"
"335",112611,"ENSG00000013392"
"336",1195,"ENSG00000013441"
"337",55703,"ENSG00000013503"
"338",23357,"ENSG00000013523"
"339",9604,"ENSG00000013561"
"340",1774,"ENSG00000013563"
"341",1663,"ENSG00000013573"
"342",50865,"ENSG00000013583"
"343",9052,"ENSG00000013588"
"344",10046,"ENSG00000013619"
"345",923,"ENSG00000013725"
"346",10460,"ENSG00000013810"
"347",23376,"ENSG00000014123"
"348",23649,"ENSG00000014138"
"349",23144,"ENSG00000014164"
"350",823,"ENSG00000014216"
"351",55,"ENSG00000014257"
"352",4190,"ENSG00000014641"
"353",10463,"ENSG00000014824"
"354",10903,"ENSG00000014914"
"355",1355,"ENSG00000014919"
"356",440193,"ENSG00000015133"
"357",10138,"ENSG00000015153"
"358",10771,"ENSG00000015171"
"359",7454,"ENSG00000015285"
"360",1800,"ENSG00000015413"
"361",637,"ENSG00000015475"
"362",9782,"ENSG00000015479"
"363",29881,"ENSG00000015520"
"364",64132,"ENSG00000015532"
"365",84220,"ENSG00000015568"
"366",81551,"ENSG00000015592"
"367",23386,"ENSG00000015676"
"368",3670,"ENSG00000016082"
"369",55349,"ENSG00000016391"
"370",53832,"ENSG00000016402"
"371",1179,"ENSG00000016490"
"372",22802,"ENSG00000016602"
"373",55830,"ENSG00000016864"
"374",27032,"ENSG00000017260"
"375",3479,"ENSG00000017427"
"376",92745,"ENSG00000017483"
"377",10928,"ENSG00000017797"
"378",22902,"ENSG00000018189"
"379",1272,"ENSG00000018236"
"380",6556,"ENSG00000018280"
"381",25937,"ENSG00000018408"
"382",8540,"ENSG00000018510"
"383",646915,"ENSG00000018607"
"384",63932,"ENSG00000018610"
"385",477,"ENSG00000018625"
"386",55622,"ENSG00000018699"
"387",147948,"ENSG00000018869"
"388",23584,"ENSG00000019102"
"389",23187,"ENSG00000019144"
"390",8685,"ENSG00000019169"
"391",1591,"ENSG00000019186"
"392",56981,"ENSG00000019485"
"393",57586,"ENSG00000019505"
"394",6591,"ENSG00000019549"
"395",972,"ENSG00000019582"
"396",3082,"ENSG00000019991"
"397",54764,"ENSG00000019995"
"398",23154,"ENSG00000020129"
"399",25960,"ENSG00000020181"
"400",NA,"ENSG00000020219"
"401",55734,"ENSG00000020256"
"402",4331,"ENSG00000020426"
"403",23034,"ENSG00000020577"
"404",864,"ENSG00000020633"
"405",4361,"ENSG00000020922"
"406",58473,"ENSG00000021300"
"407",1992,"ENSG00000021355"
"408",64816,"ENSG00000021461"
"409",11136,"ENSG00000021488"
"410",6683,"ENSG00000021574"
"411",9369,"ENSG00000021645"
"412",114879,"ENSG00000021762"
"413",9716,"ENSG00000021776"
"414",1373,"ENSG00000021826"
"415",732,"ENSG00000021852"
"416",2273,"ENSG00000022267"
"417",51507,"ENSG00000022277"
"418",2554,"ENSG00000022355"
"419",55655,"ENSG00000022556"
"420",57210,"ENSG00000022567"
"421",9921,"ENSG00000022840"
"422",55778,"ENSG00000022976"
"423",64429,"ENSG00000023041"
"424",57476,"ENSG00000023171"
"425",6050,"ENSG00000023191"
"426",4719,"ENSG00000023228"
"427",9821,"ENSG00000023287"
"428",23071,"ENSG00000023318"
"429",211,"ENSG00000023330"
"430",330,"ENSG00000023445"
"431",11215,"ENSG00000023516"
"432",51022,"ENSG00000023572"
"433",6617,"ENSG00000023608"
"434",51071,"ENSG00000023697"
"435",11171,"ENSG00000023734"
"436",1244,"ENSG00000023839"
"437",50619,"ENSG00000023892"
"438",51177,"ENSG00000023902"
"439",2730,"ENSG00000023909"
"440",23304,"ENSG00000024048"
"441",30846,"ENSG00000024422"
"442",55635,"ENSG00000024526"
"443",25901,"ENSG00000024862"
"444",58528,"ENSG00000025039"
"445",3298,"ENSG00000025156"
"446",51230,"ENSG00000025293"
"447",8630,"ENSG00000025423"
"448",10062,"ENSG00000025434"
"449",1890,"ENSG00000025708"
"450",29781,"ENSG00000025770"
"451",10953,"ENSG00000025772"
"452",11231,"ENSG00000025796"
"453",23633,"ENSG00000025800"
"454",7431,"ENSG00000026025"
"455",NA,"ENSG00000026036"
"456",355,"ENSG00000026103"
"457",8635,"ENSG00000026297"
"458",960,"ENSG00000026508"
"459",3755,"ENSG00000026559"
"460",56895,"ENSG00000026652"
"461",57823,"ENSG00000026751"
"462",11119,"ENSG00000026950"
"463",4285,"ENSG00000027001"
"464",5583,"ENSG00000027075"
"465",3645,"ENSG00000027644"
"466",3459,"ENSG00000027697"
"467",11285,"ENSG00000027847"
"468",9047,"ENSG00000027869"
"469",7444,"ENSG00000028116"
"470",7133,"ENSG00000028137"
"471",55591,"ENSG00000028203"
"472",5452,"ENSG00000028277"
"473",65980,"ENSG00000028310"
"474",6642,"ENSG00000028528"
"475",9519,"ENSG00000028839"
"476",56938,"ENSG00000029153"
"477",9774,"ENSG00000029363"
"478",55334,"ENSG00000029364"
"479",286,"ENSG00000029534"
"480",3381,"ENSG00000029559"
"481",51106,"ENSG00000029639"
"482",9135,"ENSG00000029725"
"483",3149,"ENSG00000029993"
"484",23279,"ENSG00000030066"
"485",578,"ENSG00000030110"
"486",4593,"ENSG00000030304"
"487",22807,"ENSG00000030419"
"488",2896,"ENSG00000030582"
"489",51306,"ENSG00000031003"
"490",57514,"ENSG00000031081"
"491",55166,"ENSG00000031691"
"492",6301,"ENSG00000031698"
"493",8498,"ENSG00000031823"
"494",5926,"ENSG00000032219"
"495",7260,"ENSG00000032389"
"496",10908,"ENSG00000032444"
"497",8100,"ENSG00000032742"
"498",56052,"ENSG00000033011"
"499",55596,"ENSG00000033030"
"500",10061,"ENSG00000033050"
"501",54480,"ENSG00000033100"
"502",57554,"ENSG00000033122"
"503",2530,"ENSG00000033170"
"504",55236,"ENSG00000033178"
"505",9846,"ENSG00000033327"
"506",535,"ENSG00000033627"
"507",8554,"ENSG00000033800"
"508",9497,"ENSG00000033867"
"509",321,"ENSG00000034053"
"510",5606,"ENSG00000034152"
"511",79645,"ENSG00000034239"
"512",9168,"ENSG00000034510"
"513",28990,"ENSG00000034533"
"514",25897,"ENSG00000034677"
"515",8504,"ENSG00000034693"
"516",11345,"ENSG00000034713"
"517",4653,"ENSG00000034971"
"518",26751,"ENSG00000035115"
"519",84908,"ENSG00000035141"
"520",7414,"ENSG00000035403"
"521",55789,"ENSG00000035499"
"522",23604,"ENSG00000035664"
"523",8439,"ENSG00000035681"
"524",159,"ENSG00000035687"
"525",26228,"ENSG00000035720"
"526",7077,"ENSG00000035862"
"527",5981,"ENSG00000035928"
"528",55773,"ENSG00000036054"
"529",8452,"ENSG00000036257"
"530",9172,"ENSG00000036448"
"531",5009,"ENSG00000036473"
"532",10858,"ENSG00000036530"
"533",26009,"ENSG00000036549"
"534",6570,"ENSG00000036565"
"535",9099,"ENSG00000036672"
"536",846,"ENSG00000036828"
"537",27175,"ENSG00000037042"
"538",51121,"ENSG00000037241"
"539",2324,"ENSG00000037280"
"540",54888,"ENSG00000037474"
"541",54455,"ENSG00000037637"
"542",4238,"ENSG00000037749"
"543",84245,"ENSG00000037757"
"544",4234,"ENSG00000037897"
"545",3224,"ENSG00000037965"
"546",175,"ENSG00000038002"
"547",55300,"ENSG00000038210"
"548",259282,"ENSG00000038219"
"549",27430,"ENSG00000038274"
"550",7092,"ENSG00000038295"
"551",23644,"ENSG00000038358"
"552",7204,"ENSG00000038382"
"553",1462,"ENSG00000038427"
"554",23274,"ENSG00000038532"
"555",4481,"ENSG00000038945"
"556",999,"ENSG00000039068"
"557",23517,"ENSG00000039123"
"558",1767,"ENSG00000039139"
"559",9765,"ENSG00000039319"
"560",79567,"ENSG00000039523"
"561",729,"ENSG00000039537"
"562",26064,"ENSG00000039560"
"563",11063,"ENSG00000039600"
"564",11284,"ENSG00000039650"
"565",54831,"ENSG00000039987"
"566",23035,"ENSG00000040199"
"567",54908,"ENSG00000040275"
"568",27067,"ENSG00000040341"
"569",54896,"ENSG00000040487"
"570",1497,"ENSG00000040531"
"571",65078,"ENSG00000040608"
"572",79142,"ENSG00000040633"
"573",1008,"ENSG00000040731"
"574",3631,"ENSG00000040933"
"575",5874,"ENSG00000041353"
"576",5685,"ENSG00000041357"
"577",23026,"ENSG00000041515"
"578",55341,"ENSG00000041802"
"579",10039,"ENSG00000041880"
"580",3371,"ENSG00000041982"
"581",90326,"ENSG00000041988"
"582",140876,"ENSG00000042062"
"583",55775,"ENSG00000042088"
"584",84883,"ENSG00000042286"
"585",56918,"ENSG00000042304"
"586",55812,"ENSG00000042317"
"587",9440,"ENSG00000042429"
"588",54884,"ENSG00000042445"
"589",822,"ENSG00000042493"
"590",1175,"ENSG00000042753"
"591",7399,"ENSG00000042781"
"592",11055,"ENSG00000042813"
"593",7038,"ENSG00000042832"
"594",10863,"ENSG00000042980"
"595",8538,"ENSG00000043039"
"596",54165,"ENSG00000043093"
"597",23338,"ENSG00000043143"
"598",7546,"ENSG00000043355"
"599",3937,"ENSG00000043462"
"600",54802,"ENSG00000043514"
"601",153,"ENSG00000043591"
"602",2981,"ENSG00000044012"
"603",9820,"ENSG00000044090"
"604",1495,"ENSG00000044115"
"605",5256,"ENSG00000044446"
"606",54875,"ENSG00000044459"
"607",2042,"ENSG00000044524"
"608",3309,"ENSG00000044574"
"609",1829,"ENSG00000046604"
"610",54960,"ENSG00000046647"
"611",8481,"ENSG00000046651"
"612",2824,"ENSG00000046653"
"613",51438,"ENSG00000046774"
"614",80243,"ENSG00000046889"
"615",22884,"ENSG00000047056"
"616",64848,"ENSG00000047188"
"617",56474,"ENSG00000047230"
"618",51606,"ENSG00000047249"
"619",5431,"ENSG00000047315"
"620",56204,"ENSG00000047346"
"621",116984,"ENSG00000047365"
"622",7175,"ENSG00000047410"
"623",1356,"ENSG00000047457"
"624",23247,"ENSG00000047578"
"625",84062,"ENSG00000047579"
"626",7504,"ENSG00000047597"
"627",57101,"ENSG00000047617"
"628",57102,"ENSG00000047621"
"629",6322,"ENSG00000047634"
"630",55841,"ENSG00000047644"
"631",395,"ENSG00000047648"
"632",27146,"ENSG00000047662"
"633",4134,"ENSG00000047849"
"634",57120,"ENSG00000047932"
"635",6098,"ENSG00000047936"
"636",57646,"ENSG00000048028"
"637",9734,"ENSG00000048052"
"638",26262,"ENSG00000048140"
"639",51491,"ENSG00000048162"
"640",57545,"ENSG00000048342"
"641",50484,"ENSG00000048392"
"642",168850,"ENSG00000048405"
"643",608,"ENSG00000048462"
"644",92017,"ENSG00000048471"
"645",55885,"ENSG00000048540"
"646",55173,"ENSG00000048544"
"647",2978,"ENSG00000048545"
"648",118142757,"ENSG00000048545"
"649",51773,"ENSG00000048649"
"650",55187,"ENSG00000048707"
"651",10659,"ENSG00000048740"
"652",23196,"ENSG00000048828"
"653",23518,"ENSG00000048991"
"654",1298,"ENSG00000049089"
"655",4254,"ENSG00000049130"
"656",1161,"ENSG00000049167"
"657",11174,"ENSG00000049192"
"658",9563,"ENSG00000049239"
"659",9341,"ENSG00000049245"
"660",8863,"ENSG00000049246"
"661",10911,"ENSG00000049247"
"662",3604,"ENSG00000049249"
"663",55040,"ENSG00000049283"
"664",4052,"ENSG00000049323"
"665",5954,"ENSG00000049449"
"666",2006,"ENSG00000049540"
"667",5982,"ENSG00000049541"
"668",57492,"ENSG00000049618"
"669",81037,"ENSG00000049656"
"670",23327,"ENSG00000049759"
"671",50943,"ENSG00000049768"
"672",89801,"ENSG00000049769"
"673",3074,"ENSG00000049860"
"674",79810,"ENSG00000049883"
"675",340533,"ENSG00000050030"
"676",51528,"ENSG00000050130"
"677",27122,"ENSG00000050165"
"678",7984,"ENSG00000050327"
"679",9603,"ENSG00000050344"
"680",63933,"ENSG00000050393"
"681",51474,"ENSG00000050405"
"682",25875,"ENSG00000050426"
"683",9498,"ENSG00000050438"
"684",10319,"ENSG00000050555"
"685",5733,"ENSG00000050628"
"686",79931,"ENSG00000050730"
"687",5601,"ENSG00000050748"
"688",91522,"ENSG00000050767"
"689",9564,"ENSG00000050820"
"690",84067,"ENSG00000051009"
"691",9709,"ENSG00000051108"
"692",9454,"ENSG00000051128"
"693",5888,"ENSG00000051180"
"694",10721,"ENSG00000051341"
"695",5291,"ENSG00000051382"
"696",1535,"ENSG00000051523"
"697",84321,"ENSG00000051596"
"698",23593,"ENSG00000051620"
"699",10198,"ENSG00000051825"
"700",54477,"ENSG00000052126"
"701",5652,"ENSG00000052344"
"702",80143,"ENSG00000052723"
"703",23223,"ENSG00000052749"
"704",57600,"ENSG00000052795"
"705",6307,"ENSG00000052802"
"706",55761,"ENSG00000052841"
"707",60529,"ENSG00000052850"
"708",23105,"ENSG00000053108"
"709",1112,"ENSG00000053254"
"710",728464,"ENSG00000053328"
"711",8574,"ENSG00000053371"
"712",51154,"ENSG00000053372"
"713",4826,"ENSG00000053438"
"714",55850,"ENSG00000053501"
"715",23101,"ENSG00000053524"
"716",83714,"ENSG00000053702"
"717",3909,"ENSG00000053747"
"718",55745,"ENSG00000053770"
"719",29945,"ENSG00000053900"
"720",3784,"ENSG00000053918"
"721",27095,"ENSG00000054116"
"722",9967,"ENSG00000054118"
"723",29085,"ENSG00000054148"
"724",954,"ENSG00000054179"
"725",4065,"ENSG00000054219"
"726",51742,"ENSG00000054267"
"727",23596,"ENSG00000054277"
"728",10806,"ENSG00000054282"
"729",5798,"ENSG00000054356"
"730",55733,"ENSG00000054392"
"731",23095,"ENSG00000054523"
"732",2296,"ENSG00000054598"
"733",25771,"ENSG00000054611"
"734",23224,"ENSG00000054654"
"735",57475,"ENSG00000054690"
"736",10079,"ENSG00000054793"
"737",23626,"ENSG00000054796"
"738",140689,"ENSG00000054803"
"739",25884,"ENSG00000054938"
"740",23201,"ENSG00000054965"
"741",84957,"ENSG00000054967"
"742",2581,"ENSG00000054983"
"743",51602,"ENSG00000055044"
"744",26099,"ENSG00000055070"
"745",3757,"ENSG00000055118"
"746",8454,"ENSG00000055130"
"747",10827,"ENSG00000055147"
"748",26999,"ENSG00000055163"
"749",23118,"ENSG00000055208"
"750",116254,"ENSG00000055211"
"751",5610,"ENSG00000055332"
"752",57602,"ENSG00000055483"
"753",58508,"ENSG00000055609"
"754",55283,"ENSG00000055732"
"755",114800,"ENSG00000055813"
"756",23369,"ENSG00000055917"
"757",84545,"ENSG00000055950"
"758",3700,"ENSG00000055955"
"759",3697,"ENSG00000055957"
"760",54969,"ENSG00000056050"
"761",51663,"ENSG00000056097"
"762",55609,"ENSG00000056277"
"763",10886,"ENSG00000056291"
"764",112885,"ENSG00000056487"
"765",7185,"ENSG00000056558"
"766",54542,"ENSG00000056586"
"767",55540,"ENSG00000056736"
"768",10758,"ENSG00000056972"
"769",8908,"ENSG00000056998"
"770",131566,"ENSG00000057019"
"771",6317,"ENSG00000057149"
"772",6646,"ENSG00000057252"
"773",5318,"ENSG00000057294"
"774",4438,"ENSG00000057468"
"775",2155,"ENSG00000057593"
"776",2665,"ENSG00000057608"
"777",639,"ENSG00000057657"
"778",9474,"ENSG00000057663"
"779",57458,"ENSG00000057704"
"780",57095,"ENSG00000057757"
"781",57504,"ENSG00000057935"
"782",8975,"ENSG00000058056"
"783",23200,"ENSG00000058063"
"784",3918,"ENSG00000058085"
"785",5218,"ENSG00000058091"
"786",29927,"ENSG00000058262"
"787",4659,"ENSG00000058272"
"788",5923,"ENSG00000058335"
"789",816,"ENSG00000058404"
"790",9696,"ENSG00000058453"
"791",55718,"ENSG00000058600"
"792",493,"ENSG00000058668"
"793",9877,"ENSG00000058673"
"794",55781,"ENSG00000058729"
"795",54432,"ENSG00000058799"
"796",55706,"ENSG00000058804"
"797",1608,"ENSG00000058866"
"798",84256,"ENSG00000059122"
"799",64718,"ENSG00000059145"
"800",6916,"ENSG00000059377"
"801",64761,"ENSG00000059378"
"802",5832,"ENSG00000059573"
"803",6894,"ENSG00000059588"
"804",5188,"ENSG00000059691"
"805",4084,"ENSG00000059728"
"806",5128,"ENSG00000059758"
"807",548645,"ENSG00000059769"
"808",6515,"ENSG00000059804"
"809",5662,"ENSG00000059915"
"810",9150,"ENSG00000060069"
"811",8531,"ENSG00000060138"
"812",55359,"ENSG00000060140"
"813",65125,"ENSG00000060237"
"814",NA,"ENSG00000060303"
"815",55749,"ENSG00000060339"
"816",11054,"ENSG00000060491"
"817",2769,"ENSG00000060558"
"818",84699,"ENSG00000060566"
"819",55650,"ENSG00000060642"
"820",10076,"ENSG00000060656"
"821",9410,"ENSG00000060688"
"822",23504,"ENSG00000060709"
"823",1301,"ENSG00000060718"
"824",79832,"ENSG00000060749"
"825",51660,"ENSG00000060762"
