"","gene_id","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4057","ENSG00000145912","NHP2",0.739694510381581,4.00015354572907,3.54644924377482,0.00435494978774575,0.0115430556063359,-2.64771182237395
"4058","ENSG00000145916","RMND5B",0.533112175145776,3.98056020208579,4.64727973461595,0.000648088641231528,0.00257631414178685,-0.69387370324189
"4059","ENSG00000145934","TENM2",1.42439210011242,2.96536994559785,2.91472512583118,0.0136282072038898,0.0288912919054868,-3.6434304968524
"4060","ENSG00000145936","KCNMB1",-0.927337888656463,0.716337654548868,-3.19345183500268,0.00822100745654073,0.0191689620583119,-2.770937523219
"4061","ENSG00000145945","FAM50B",1.52761375755472,2.7079730921078,4.99407265388871,0.000367081789966006,0.00169462228685483,0.0640947601466477
"4062","ENSG00000145982","FARS2",0.600178433987385,3.36812306133635,2.85108410191297,0.0152971647326039,0.0317956141775351,-3.82495868647955
"4063","ENSG00000145990","GFOD1",1.26973545591299,4.71622452110539,4.80912495621512,0.00049604849741815,0.00210811657458717,-0.459988359614252
"4064","ENSG00000146006","LRRTM2",-1.19981834089326,1.72440425845953,-3.43664934317123,0.00530208190780272,0.0135099801339077,-2.48911572482106
"4065","ENSG00000146007","ZMAT2",0.579116305098254,4.90635036042079,3.80155726973705,0.00276758181465954,0.00804096063363945,-2.2324483960191
"4066","ENSG00000146038","DCDC2",-4.79031203563738,3.79134312580301,-8.6019087753126,2.58167119856021e-06,6.02208058443542e-05,5.05818784650134
"4067","ENSG00000146049","KAAG1",-5.8317429345267,-1.87853830009931,-6.83525935377851,2.37759163952965e-05,0.000237732237660332,2.85519398936971
"4068","ENSG00000146066","HIGD2A",0.591160366250049,4.35948870259216,3.64912048490367,0.00362611789398121,0.010018573380438,-2.48994841272989
"4069","ENSG00000146070","PLA2G7",-2.22834426055515,3.13061247417081,-7.08987980918692,1.68772532164585e-05,0.000188619327402673,3.18163402458528
"4070","ENSG00000146072","TNFRSF21",-2.6256625932392,4.4509353115407,-9.50491610022042,9.43173721777013e-07,3.55284750540215e-05,6.06492283858521
"4071","ENSG00000146083","RNF44",-0.817291508780333,3.30845148006383,-4.91187485438109,0.000419394507602423,0.00186728901039929,-0.164196541955505
"4072","ENSG00000146085","MMUT",2.16259396471366,6.7894593528877,9.5211590088096,9.26891274808535e-07,3.53465825451487e-05,6.13833159659105
"4073","ENSG00000146109","ABT1",0.847411788189379,3.62270854981347,4.06902331009934,0.00173260075791004,0.00554243916361874,-1.66595397823427
"4074","ENSG00000146112","PPP1R18",-0.86323086233172,3.91491841794228,-2.67240328206713,0.021149946561082,0.0414961951528428,-4.21596493803573
"4075","ENSG00000146122","DAAM2",1.07620058996211,4.45613770398131,3.91317491275821,0.00227410785387879,0.00688431278652353,-2.01931802980539
"4076","ENSG00000146197","SCUBE3",-1.49002793665277,0.9263355168843,-4.69730353878129,0.000596459110452493,0.00241289231898513,-0.189352304089928
"4077","ENSG00000146223","RPL7L1",0.810853939837228,6.55093196917446,4.83184720359262,0.000477911952743444,0.0020577832873796,-0.335478289090202
"4078","ENSG00000146232","NFKBIE",-1.23742107133012,3.01766373432165,-3.75469174667463,0.00300659118179683,0.00860976398234897,-2.13722303628915
"4079","ENSG00000146233","CYP39A1",2.84173401168088,4.98184450118588,7.41762618325571,1.09864419895439e-05,0.000142750987970101,3.50657329884885
"4080","ENSG00000146242","TPBG",-2.3656542703861,0.35412818092385,-4.19930919031476,0.00138321521130103,0.00465411855967104,-0.957038083689556
"4081","ENSG00000146247","PHIP",-0.865435402537883,5.94675157403622,-5.71383982368193,0.000119066277667866,0.000727247433780416,1.05675204609939
"4082","ENSG00000146267","FAXC",-1.83919774609921,-0.868034022222872,-4.29839852791768,0.00116707382809379,0.00408082963494657,-0.657692722806061
"4083","ENSG00000146285","SCML4",-1.59449319604292,2.03071369081599,-3.37121545381135,0.00596418801006454,0.0148373671290109,-2.65574580589777
"4084","ENSG00000146350","TBC1D32",-1.35983686802614,2.2075892824971,-4.35454802547931,0.00106052373240958,0.00378164944807924,-0.941811992063996
"4085","ENSG00000146376","ARHGAP18",-1.27943667620306,4.24329013810466,-8.92311377614286,1.78831796998129e-06,4.83585278926946e-05,5.41128038903779
"4086","ENSG00000146386","ABRACL",1.97747939651372,4.05339890150694,11.0628928405537,1.96196383950128e-07,1.68297896403885e-05,7.68901012786792
"4087","ENSG00000146414","SHPRH",-0.591139135884577,5.00354156098246,-3.25892631472278,0.00730314534116037,0.0174457441063596,-3.216207375118
"4088","ENSG00000146416","AIG1",1.38120935960595,6.1120313962994,9.94179550343508,5.95221584607816e-07,2.93587227402369e-05,6.56041695720802
"4089","ENSG00000146426","TIAM2",-2.61372401512463,1.87582079230064,-10.9418305304762,2.20154628543985e-07,1.74873199290013e-05,7.59782076930409
"4090","ENSG00000146476","ARMT1",1.53846930504185,4.66453694439288,8.4196450345454,3.19446371828993e-06,6.76353001649444e-05,4.79566122591251
"4091","ENSG00000146477","SLC22A3",2.00089990517596,4.70523324689396,7.67937714569678,7.86983976006599e-06,0.000116094929392853,3.85670994069599
"4092","ENSG00000146555","SDK1",-1.89897651896603,1.36079234848509,-3.73574922471029,0.00310914425367717,0.00883367163820297,-1.90211588567628
"4093","ENSG00000146574","CCZ1B",0.493404524685368,4.87944475411231,3.32655521904961,0.00646395282477723,0.0158242726992813,-3.09306493152996
"4094","ENSG00000146592","CREB5",-2.96820931220518,2.71839082209955,-9.04006276837591,1.56848733341482e-06,4.51816465472087e-05,5.6514620095064
"4095","ENSG00000146648","EGFR",1.12695793661237,7.64363662870355,5.4979714194774,0.000165615014840975,0.000924387515505978,0.86705223406017
"4096","ENSG00000146700","SSC4D",1.84667817983443,0.00982389386396608,6.639531444568,3.11165823518061e-05,0.000283196143183807,2.79303521932383
"4097","ENSG00000146701","MDH2",1.54344791505277,6.69959617525693,8.60239478738852,2.58021718558025e-06,6.02208058443542e-05,5.08375340062684
"4098","ENSG00000146729","NIPSNAP2",-0.892823468710832,3.88678205464832,-5.51645290753944,0.000160960161464869,0.000903156825912507,0.758541613706282
"4099","ENSG00000146731","CCT6A",0.461058414838094,6.22988280853922,2.9060303941766,0.0138450257595306,0.0292609772425842,-3.78936760915307
"4100","ENSG00000146733","PSPH",1.58285236176042,2.94888009738255,5.37528134408843,0.000200366757316858,0.00106955145123975,0.650573399330271
"4101","ENSG00000146842","TMEM209",0.430351587454683,3.98094304671829,2.70079058508825,0.0200902209272285,0.0397437957800807,-4.17260179173983
